"薬品マスタ","2026/03/04"
"PK","","TZMYAKUHINMEISHO","TZMYAKUHIN","TZMYAKUHINBETSUKIHONJOHOKUBUN","","TZMYAKUKA","TZMYAKUHINMEISHO","TZMYAKUHIN","","TZMYAKUHINBETSUKIHONJOHOKUBUN",""
"YAKUHIN_CODE","","YAKUHIN_NM","HOST_CODE","SAIYO_DIV","","YAKKA","YAKUHIN_NM_KANA","ZAIKEI_CODE","","DOKUGEKIYAKU_DIV",""
"コード(区分値)","コード","名称","ホストコード","採用区分（区分値）(区分値)","採用区分（区分値）","薬価","カナ名称","剤形(区分値)","剤形","毒劇薬（区分値）(区分値)","毒劇薬（区分値）"
"ﾖｳｶ001","ﾖｳｶ001","ヨウ化カリウム丸５０ｍｇ「日医工」","","2","","5.90000","ﾖｳｶｶﾘｳﾑｶﾞﾝ50MGﾆﾁｲｺｳ","001","錠剤","0",""
"ﾖｸｲ001","ﾖｸｲ001","ヨクイニンエキス錠「コタロー」","","2","","6.50000","ﾖｸｲﾆﾝｴｷｽｼﾞﾖｳｺﾀﾛ-","001","錠剤","0",""
"ﾗｸﾂ001","ﾗｸﾂ001","ラクツロースシロップ６５％「タカタ」","ﾗｸﾂ","1","","6.90000","ﾗｸﾂﾛｰｽｼﾛｯﾌﾟ65%｢ﾀｶﾀ｣","006","シロップ","0",""
"ﾗｹﾌ001","ﾗｹﾌ001","ラゲブリオカプセル２００ｍｇ","ﾗｹﾞﾌﾞ","1","","2164.90000","ﾗｹﾞﾌﾞﾘｵｶﾌﾟｾﾙ200mg","002","カプセル","2",""
"ﾗｺｻ001","ﾗｺｻ001","ラコサミド錠５０ｍｇ「ＪＧ」","","2","","76.30000","ﾗｺｻﾐﾄﾞｼﾞﾖｳ50MGJG","001","錠剤","2",""
"ﾗｺﾙ001","ﾗｺﾙ001","ラコールＮＦ配合経腸用半固形剤","ﾗｺｰ","0","","1.07000","ﾗｺｰﾙNFﾊｲｺﾞｳｹｲﾁｮｳﾖｳ半固形ｻﾞｲ","024","その他","0",""
"ﾗｺﾙ002","ﾗｺﾙ002","ラコールＮＦ配合経腸用液【ミルク】","ﾗｺｰ1","1","","1.07000","ﾗｺｰﾙNFﾊｲｺﾞｳｹｲﾁｮｳﾖｳｴｷ","007","液（内用）","0",""
"ﾗｺﾙ003","ﾗｺﾙ003","ラコールＮＦ配合経腸用液【コーヒー】","ﾗｺｰ2","1","","1.07000","ﾗｺｰﾙNFﾊｲｺﾞｳｹｲﾁｮｳﾖｳｴｷ","007","液（内用）","0",""
"ﾗｼｶ001","ﾗｼｶ001","ラジカット内用懸濁液２．１％","","2","","2744.00000","ﾗｼﾞｶﾂﾄﾅｲﾖｳｹﾝﾀﾞｸｴｷ2.1%","007","液（内用）","0",""
"ﾗｽﾋ001","ﾗｽﾋ001","ラスビック点滴静注キット１５０ｍｇ","","1","","3962.00000","ﾗｽﾋﾞﾂｸﾃﾝﾃｷｼﾞﾖｳﾁﾕｳｷﾂﾄ150MG","025","注射剤","2",""
"ﾗﾀﾉ001","ﾗﾀﾉ001","ラタノプロスト点眼液０．００５％「サワイ」","ﾗﾀﾉ","0","","170.40000","ﾗﾀﾉﾌﾟﾛｽﾄﾃﾝｶﾞﾝｴｷ0.005%｢ｻﾜｲ｣","021","点眼剤","0",""
"ﾗﾀﾉ002","ﾗﾀﾉ002","ラタノプロスト点眼液０．００５％「ニットー」","","0","","151.00000","ﾗﾀﾉﾌﾟﾛｽﾄﾃﾝｶﾞﾝｴｷ0.005%ﾆﾂﾄ-","021","点眼剤","0",""
"ﾗﾀﾉ003","ﾗﾀﾉ003","ラタノプロスト点眼液０．００５％「センジュ」","","1","","151.00000","ﾗﾀﾉﾌﾟﾛｽﾄﾃﾝｶﾞﾝｴｷ0.005%ｾﾝｼﾞﾕ","021","点眼剤","0",""
"ﾗﾂﾀ001","ﾗﾂﾀ001","ラツーダ錠２０ｍｇ","ﾗﾂｰ2","1","","159.10000","ﾗﾂｰﾀﾞｼﾞｮｳ20mg","001","錠剤","2",""
"ﾗﾂﾀ002","ﾗﾂﾀ002","ラツーダ錠４０ｍｇ","ﾗﾂｰ","1","","295.80000","ﾗﾂｰﾀﾞｼﾞｮｳ40mg","001","錠剤","2",""
"ﾗﾋｱ001","ﾗﾋｱ001","ラピアクタ点滴静注液バッグ３００ｍｇ","ﾗﾋﾟｱ","2","","6197.00000","ﾗﾋﾟｱｸﾀﾃﾝﾃｷｼﾞｮｳﾁｭｳｴｷﾊﾞｯｸﾞ300mg","025","注射剤","0",""
"ﾗﾒﾙ001","ﾗﾒﾙ001","ラメルテオン錠８ｍｇ「トーワ」","ﾗﾒﾙ","1","","18.90000","ﾗﾒﾙﾃｵﾝｼﾞｮｳ8mg｢ﾄｰﾜ｣","001","錠剤","0",""
"ﾗﾓﾄ001","ﾗﾓﾄ001","ラモトリギン錠２５ｍｇ「トーワ」","ﾗﾓﾄ25","1","","11.70000","ﾗﾓﾄﾘｷﾞﾝｼﾞｮｳ25mg｢ﾄｰﾜ｣","001","錠剤","2",""
"ﾗﾓﾄ002","ﾗﾓﾄ002","ラモトリギン錠１００ｍｇ「トーワ」","ﾗﾓﾄ","1","","28.70000","ﾗﾓﾄﾘｷﾞﾝｼﾞｮｳ100mg｢ﾄｰﾜ｣","001","錠剤","2",""
"ﾗﾝｿ001","ﾗﾝｿ001","ランソプラゾールＯＤ錠１５ｍｇ「トーワ」","ﾗﾝｿ15","1","","11.30000","ﾗﾝｿﾌﾟﾗｿﾞｰﾙODｼﾞｮｳ15mg｢ﾄｰﾜ｣","001","錠剤","0",""
"ﾗﾝﾀ001","ﾗﾝﾀ001","ランタス注ソロスター","ﾗﾝﾀｽ","2","","1049.00000","ﾗﾝﾀｽﾁｭｳｿﾛｽﾀｰ","025","注射剤","2",""
"ﾗﾝﾀ002","ﾗﾝﾀ002","ランタスＸＲ注ソロスター","","0","","1910.00000","ﾗﾝﾀｽXRﾁﾕｳｿﾛｽﾀ-","025","注射剤","2",""
"ﾘｱﾙ001","ﾘｱﾙ001","リアルダ錠１２００ｍｇ","","0","","154.50000","ﾘｱﾙﾀﾞｼﾞﾖｳ1200MG","001","錠剤","0",""
"ﾘｵﾚ001","ﾘｵﾚ001","リオレサール錠５ｍｇ","ﾘｵﾚ","2","","10.40000","ﾘｵﾚｻｰﾙｼﾞｮｳ5mg","001","錠剤","2",""
"ﾘｸｼ001","ﾘｸｼ001","リクシアナＯＤ錠３０ｍｇ","ﾘｸｼ1","1","","411.30000","ﾘｸｼｱﾅODｼﾞｮｳ30mg","001","錠剤","0",""
"ﾘｸﾗ001","ﾘｸﾗ001","リクラスト点滴静注液５ｍｇ（用時購入）","ﾘｸﾗ","2","","33070.00000","ﾘｸﾗｽﾄﾃﾝﾃｷｼﾞｮｳﾁｭｳｴｷ5mg","025","注射剤","2",""
"ﾘｺﾓ001","ﾘｺﾓ001","リコモジュリン点滴静注用１２８００（用時購入）","ﾘｺﾓ","2","","33347.00000","ﾘｺﾓｼﾞｭﾘﾝﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ12800","025","注射剤","0",""
"ﾘｽﾊ001","ﾘｽﾊ001","リスパダール錠１ｍｇ","ﾘｽﾊﾟ1","1","","11.90000","ﾘｽﾊﾟﾀﾞｰﾙｼﾞｮｳ1mg","001","錠剤","2",""
"ﾘｽﾊ002","ﾘｽﾊ002","リスパダール内用液１ｍｇ／ｍＬ分包品","ﾘｽﾊﾟ5","1","","31.50000","ﾘｽﾊﾟﾀﾞｰﾙﾅｲﾖｳｴｷ1mg/mL","007","液（内用）","2",""
"ﾘｽﾊ003","ﾘｽﾊ003","リスパダール内用液１ｍｇ／ｍＬ","ﾘｽﾊﾟ6","1","","31.50000","ﾘｽﾊﾟﾀﾞｰﾙﾅｲﾖｳｴｷ1mg/mL","007","液（内用）","2",""
"ﾘｽﾊ004","ﾘｽﾊ004","リスパダール内用液0.5ｍｇ／0.5ｍＬ分包品","ﾘｽﾊﾟ7","1","","31.50000","ﾘｽﾊﾟﾀﾞｰﾙﾅｲﾖｳｴｷ1mg/mL","007","液（内用）","2",""
"ﾘｽﾊ005","ﾘｽﾊ005","リスパダール錠２ｍｇ","ﾘｽﾊﾟ2","1","","19.30000","ﾘｽﾊﾟﾀﾞｰﾙｼﾞｮｳ2mg","001","錠剤","2",""
"ﾘｽﾊ006","ﾘｽﾊ006","リスパダール錠３ｍｇ","ﾘｽﾊﾟ3","1","","26.20000","ﾘｽﾊﾟﾀﾞｰﾙｼﾞｮｳ3mg","001","錠剤","2",""
"ﾘｽﾊ007","ﾘｽﾊ007","リスパダール細粒１％","ﾘｽﾊﾟ4","1","","84.20000","ﾘｽﾊﾟﾀﾞｰﾙｻｲﾘｭｳ1%","003","散","2",""
"ﾘｽﾊ008","ﾘｽﾊ008","リスパダール コンスタ筋注用２５ｍｇ","ﾘｽﾊﾟｺ1","1","","13032.00000","ﾘｽﾊﾟﾀﾞｰﾙ ｺﾝｽﾀｷﾝﾁｭｳﾖｳ25mg","025","注射剤","2",""
"ﾘｽﾊ009","ﾘｽﾊ009","リスパダール コンスタ筋注用３７．５ｍｇ","ﾘｽﾊﾟｺ2","1","","16654.00000","ﾘｽﾊﾟﾀﾞｰﾙ ｺﾝｽﾀｷﾝﾁｭｳﾖｳ37.5mg","025","注射剤","2",""
"ﾘｽﾊ010","ﾘｽﾊ010","リスパダール コンスタ筋注用５０ｍｇ","ﾘｽﾊﾟｺ3","1","","19680.00000","ﾘｽﾊﾟﾀﾞｰﾙ ｺﾝｽﾀｷﾝﾁｭｳﾖｳ50mg","025","注射剤","2",""
"ﾘｽﾍ001","ﾘｽﾍ001","リスペリドン錠０．５ｍｇ「アメル」","ﾘｽﾍﾟ0","0","","10.40000","ﾘｽﾍﾟﾘﾄﾞﾝｼﾞｮｳ0.5mg｢ｱﾒﾙ｣","001","錠剤","2",""
"ﾘｽﾍ002","ﾘｽﾍ002","リスペリドン内用液分包０．５ｍｇ「アメル」","ﾘｽﾍﾟ5","1","","15.00000","ﾘｽﾍﾟﾘﾄﾞﾝﾅｲﾖｳｴｷﾌﾞﾝﾎﾟｳ0.5mg｢ｱﾒﾙ｣","007","液（内用）","2",""
"ﾘｽﾍ003","ﾘｽﾍ003","リスペリドン内用液１ｍｇ／ｍＬ「アメル」","ﾘｽﾍﾟ","0","","34.70000","ﾘｽﾍﾟﾘﾄﾞﾝﾅｲﾖｳｴｷ1mg/mL｢ｱﾒﾙ｣","007","液（内用）","2",""
"ﾘｽﾍ004","ﾘｽﾍ004","リスペリドン錠１ｍｇ「アメル」","ﾘｽﾍﾟ1","0","","10.40000","ﾘｽﾍﾟﾘﾄﾞﾝｼﾞｮｳ1mg｢ｱﾒﾙ｣","001","錠剤","2",""
"ﾘｽﾍ005","ﾘｽﾍ005","リスペリドン内用液分包１ｍｇ「アメル」","ﾘｽﾍﾟ4","1","","29.70000","ﾘｽﾍﾟﾘﾄﾞﾝﾅｲﾖｳｴｷﾌﾞﾝﾎﾟｳ1mg｢ｱﾒﾙ｣","007","液（内用）","2",""
"ﾘｽﾍ006","ﾘｽﾍ006","リスペリドン錠２ｍｇ「アメル」","ﾘｽﾍﾟ2","0","","10.40000","ﾘｽﾍﾟﾘﾄﾞﾝｼﾞｮｳ2mg｢ｱﾒﾙ｣","001","錠剤","2",""
"ﾘｽﾍ007","ﾘｽﾍ007","リスペリドン錠３ｍｇ「アメル」","ﾘｽﾍﾟ3","0","","10.90000","ﾘｽﾍﾟﾘﾄﾞﾝｼﾞｮｳ3mg｢ｱﾒﾙ｣","001","錠剤","2",""
"ﾘｽﾍ008","ﾘｽﾍ008","リスペリドン細粒１％「アメル」","ﾘｽﾍﾟｻ","0","","46.90000","ﾘｽﾍﾟﾘﾄﾞﾝｻｲﾘｭｳ1%｢ｱﾒﾙ｣","003","散","2",""
"ﾘｽﾍ010","ﾘｽﾍ010","リスペリドンＯＤ錠０．５ｍｇ「アメル」","","1","","10.40000","ﾘｽﾍﾟﾘﾄﾞﾝODｼﾞﾖｳ0.5MGｱﾒﾙ","001","錠剤","2",""
"ﾘｽﾍ011","ﾘｽﾍ011","リスペリドンＯＤ錠１ｍｇ「アメル」","","1","","10.40000","ﾘｽﾍﾟﾘﾄﾞﾝODｼﾞﾖｳ1MGｱﾒﾙ","001","錠剤","2",""
"ﾘｽﾍ012","ﾘｽﾍ012","リスペリドンＯＤ錠２ｍｇ「アメル」","","1","","10.40000","ﾘｽﾍﾟﾘﾄﾞﾝODｼﾞﾖｳ2MGｱﾒﾙ","001","錠剤","2",""
"ﾘｽﾍ013","ﾘｽﾍ013","リスペリドンＯＤ錠３ｍｇ「アメル」","","1","","10.90000","ﾘｽﾍﾟﾘﾄﾞﾝODｼﾞﾖｳ3MGｱﾒﾙ","001","錠剤","2",""
"ﾘｽﾐ001","ﾘｽﾐ001","リスミー錠２ｍｇ","ﾘｽﾐ","1","","16.20000","ﾘｽﾐｰｼﾞｮｳ2mg","001","錠剤","0",""
"ﾘｾｼ001","ﾘｾｼ001","リーゼ錠５ｍｇ","ﾘｰｾﾞ5","1","","6.60000","ﾘｰｾﾞｼﾞｮｳ5mg","001","錠剤","0",""
"ﾘﾄﾒ001","ﾘﾄﾒ001","リドメックスコーワ軟膏０．３％","","2","","14.70000","ﾘﾄﾞﾒﾂｸｽｺ-ﾜﾅﾝｺｳ0.3%","014","軟膏","0",""
"ﾘﾊｸ001","ﾘﾊｸ001","リパクレオンカプセル１５０ｍｇ","ﾘﾊﾟｸ","0","","30.10000","ﾘﾊﾟｸﾚｵﾝｶﾌﾟｾﾙ150mg","002","カプセル","0",""
"ﾘﾊｽ001","ﾘﾊｽ001","リバスチグミンテープ４．５ｍｇ「ニプロ」","ﾘﾊﾞｽ5","0","","71.20000","ﾘﾊﾞｽﾁｸﾞﾐﾝﾃｰﾌﾟ4.5mg｢ﾆﾌﾟﾛ｣","019","貼付剤","2",""
"ﾘﾊｽ002","ﾘﾊｽ002","リバスチグミンテープ９ｍｇ「ニプロ」","ﾘﾊﾞｽ6","0","","80.40000","ﾘﾊﾞｽﾁｸﾞﾐﾝﾃｰﾌﾟ9mg｢ﾆﾌﾟﾛ｣","019","貼付剤","2",""
"ﾘﾊｽ003","ﾘﾊｽ003","リバスチグミンテープ１３．５ｍｇ「ニプロ」","ﾘﾊﾞｽ7","0","","84.00000","ﾘﾊﾞｽﾁｸﾞﾐﾝﾃｰﾌﾟ13.5mg｢ﾆﾌﾟﾛ｣","019","貼付剤","2",""
"ﾘﾊｽ004","ﾘﾊｽ004","リバスチグミンテープ１８ｍｇ「ニプロ」","ﾘﾊﾞｽ8","0","","89.50000","ﾘﾊﾞｽﾁｸﾞﾐﾝﾃｰﾌﾟ18mg｢ﾆﾌﾟﾛ｣","019","貼付剤","2",""
"ﾘﾊｽ005","ﾘﾊｽ005","リバスチグミンテープ４．５ｍｇ「トーワ」","","1","","71.20000","ﾘﾊﾞｽﾁｸﾞﾐﾝﾃ-ﾌﾟ4.5MGﾄ-ﾜ","019","貼付剤","2",""
"ﾘﾊｽ006","ﾘﾊｽ006","リバスチグミンテープ９ｍｇ「トーワ」","","1","","80.40000","ﾘﾊﾞｽﾁｸﾞﾐﾝﾃ-ﾌﾟ9MGﾄ-ﾜ","019","貼付剤","2",""
"ﾘﾊｽ007","ﾘﾊｽ007","リバスチグミンテープ１３．５ｍｇ「トーワ」","","1","","84.00000","ﾘﾊﾞｽﾁｸﾞﾐﾝﾃ-ﾌﾟ13.5MGﾄ-ﾜ","019","貼付剤","2",""
"ﾘﾊｽ008","ﾘﾊｽ008","リバスチグミンテープ１８ｍｇ「トーワ」","","1","","89.50000","ﾘﾊﾞｽﾁｸﾞﾐﾝﾃ-ﾌﾟ18MGﾄ-ﾜ","019","貼付剤","2",""
"ﾘﾊﾛ001","ﾘﾊﾛ001","リバーロキサバンＯＤ錠１０ｍｇ「トーワ」","","0","","161.30000","ﾘﾊﾞ-ﾛｷｻﾊﾞﾝODｼﾞﾖｳ10MGﾄ-ﾜ","001","錠剤","0",""
"ﾘﾊﾛ002","ﾘﾊﾛ002","リバーロキサバンＯＤ錠１０ｍｇ「バイエル」","","1","","161.30000","ﾘﾊﾞ-ﾛｷｻﾊﾞﾝODｼﾞﾖｳ10MGﾊﾞｲｴﾙ","001","錠剤","0",""
"ﾘﾌｱ001","ﾘﾌｱ001","リファンピシンカプセル１５０ｍｇ「サンド」","ﾘﾌｧﾝ","0","","16.90000","ﾘﾌｧﾝﾋﾟｼﾝｶﾌﾟｾﾙ150mg｢ｻﾝﾄﾞ｣","002","カプセル","0",""
"ﾘﾌｷ001","ﾘﾌｷ001","リフキシマ錠２００ｍｇ","","0","","235.10000","ﾘﾌｷｼﾏｼﾞﾖｳ200MG","001","錠剤","0",""
"ﾘﾌﾙ001","ﾘﾌﾙ001","リプル","ﾘﾌﾟﾙ","0","","0","ﾘﾌﾟﾙ","025","注射剤","0",""
"ﾘﾎﾄ001","ﾘﾎﾄ001","リボトリール錠０．５ｍｇ","ﾘﾎﾞﾄ2","1","","9.60000","ﾘﾎﾞﾄﾘｰﾙｼﾞｮｳ0.5mg","001","錠剤","0",""
"ﾘﾎﾄ002","ﾘﾎﾄ002","リボトリール錠１ｍｇ","ﾘﾎﾞﾄ1","1","","10.40000","ﾘﾎﾞﾄﾘｰﾙｼﾞｮｳ1mg","001","錠剤","0",""
"ﾘﾏﾁ001","ﾘﾏﾁ001","リマチル錠１００ｍｇ","","2","","29.00000","ﾘﾏﾁﾙｼﾞﾖｳ100MG","001","錠剤","2",""
"ﾘﾏﾌ001","ﾘﾏﾌ001","リマプロストアルファデクス錠５μｇ「サワイ」","ﾘﾏﾌﾟﾛ","1","","9.90000","ﾘﾏﾌﾟﾛｽﾄｱﾙﾌｧﾃﾞｸｽｼﾞｮｳ5μg｢ｻﾜｲ｣","001","錠剤","0",""
"ﾘﾕｳ001","ﾘﾕｳ001","硫酸ストレプトマイシン注射用１ｇ「明治」","ﾘｭｳ","0","","396.00000","ﾘｭｳｻﾝｽﾄﾚﾌﾟﾄﾏｲｼﾝﾁｭｳｼｬﾖｳ1g｢ﾒｲｼﾞ｣","025","注射剤","0",""
"ﾘﾕﾌ001","ﾘﾕﾌ001","リュープロレリン酢酸塩注射用キット３．７５ｍｇ「あすか」","ﾘｭｰﾌﾟﾛ","2","","17611.00000","ﾘｭｰﾌﾟﾛﾚﾘﾝｻｸｻﾝｴﾝﾁｭｳｼｬﾖｳｷｯﾄ3.75mg｢ｱｽｶ｣","025","注射剤","2",""
"ﾘﾙｿ001","ﾘﾙｿ001","リルゾール錠５０ｍｇ「ニプロ」","","2","","383.50000","ﾘﾙｿﾞ-ﾙｼﾞﾖｳ50MGﾆﾌﾟﾛ","001","錠剤","0",""
"ﾘﾝｾ001","ﾘﾝｾ001","リンゼス錠０．２５ｍｇ","ﾘﾝｾﾞ","1","","64.50000","ﾘﾝｾﾞｽｼﾞｮｳ0.25mg","001","錠剤","0",""
"ﾘﾝﾃ001","ﾘﾝﾃ001","リンデロン点眼・点耳・点鼻液０．１％","ﾘﾝﾃﾞﾛ","1","","49.10000","ﾘﾝﾃﾞﾛﾝﾃﾝｶﾞﾝ･ﾃﾝｼﾞ･ﾃﾝﾋﾞｴｷ0.1%","017","外用液剤","0",""
"ﾘﾝﾃ002","ﾘﾝﾃ002","眼・耳科用リンデロンＡ軟膏","ﾘﾝﾃﾞA","0","","67.70000","ｶﾞﾝ･ｼﾞｶﾖｳﾘﾝﾃﾞﾛﾝAﾅﾝｺｳ","014","軟膏","0",""
"ﾘﾝﾃ003","ﾘﾝﾃ003","リンデロン－Ｖクリーム０．１２％","ﾘﾝﾃﾞV1","1","","16.90000","ﾘﾝﾃﾞﾛﾝ-Vｸﾘｰﾑ0.12%","015","クリーム","0",""
"ﾘﾝﾃ004","ﾘﾝﾃ004","リンデロン－Ｖ軟膏０．１２％","ﾘﾝﾃﾞV2","2","","16.90000","ﾘﾝﾃﾞﾛﾝ-Vﾅﾝｺｳ0.12%","014","軟膏","0",""
"ﾘﾝﾃ005","ﾘﾝﾃ005","リンデロン懸濁注","","2","","208.00000","ﾘﾝﾃﾞﾛﾝｹﾝﾀﾞｸﾁﾕｳ","025","注射剤","0",""
"ﾙｼｵ001","ﾙｼｵ001","ルジオミール錠２５ｍｇ","ﾙｼﾞｵ25","0","","12.00000","ﾙｼﾞｵﾐｰﾙｼﾞｮｳ25mg","001","錠剤","0",""
"ﾙﾌﾗ001","ﾙﾌﾗ001","ルプラック錠４ｍｇ","ﾙﾌﾟﾗ","0","","14.40000","ﾙﾌﾟﾗｯｸｼﾞｮｳ4mg","001","錠剤","0",""
"ﾙﾎﾂ001","ﾙﾎﾂ001","ルボックス錠２５","ﾙﾎﾞｯｸｽ","0","","14.10000","ﾙﾎﾞｯｸｽｼﾞｮｳ25","001","錠剤","0",""
"ﾙﾗﾝ001","ﾙﾗﾝ001","ルーラン錠４ｍｇ","ﾙｰﾗ4","1","","9.60000","ﾙｰﾗﾝｼﾞｮｳ4mg","001","錠剤","2",""
"ﾙﾗﾝ002","ﾙﾗﾝ002","ルーラン錠８ｍｇ","ﾙｰﾗ8","1","","18.70000","ﾙｰﾗﾝｼﾞｮｳ8mg","001","錠剤","2",""
"ﾚｷｻ001","ﾚｷｻ001","レキサルティＯＤ錠１ｍｇ","ﾚｷｻﾙ1","1","","241.80000","ﾚｷｻﾙﾃｨODｼﾞｮｳ1mg","001","錠剤","2",""
"ﾚｷｻ002","ﾚｷｻ002","レキサルティＯＤ錠２ｍｇ","ﾚｷｻﾙ2","1","","461.90000","ﾚｷｻﾙﾃｨODｼﾞｮｳ2mg","001","錠剤","2",""
"ﾚｷｻ003","ﾚｷｻ003","レキサルティＯＤ錠０．５ｍｇ","","1","","128.70000","ﾚｷｻﾙﾃｲODｼﾞﾖｳ0.5MG","001","錠剤","2",""
"ﾚｷｿ001","ﾚｷｿ001","レキソタン錠２","ﾚｷｿﾀﾝ2","1","","6.10000","ﾚｷｿﾀﾝｼﾞｮｳ2","001","錠剤","0",""
"ﾚｷｿ002","ﾚｷｿ002","レキソタン錠５","ﾚｷｿﾀﾝ4","1","","7.00000","ﾚｷｿﾀﾝｼﾞｮｳ5","001","錠剤","0",""
"ﾚｸﾁ001","ﾚｸﾁ001","レクチゾール錠２５ｍｇ","ﾚｸﾁ","2","","76.30000","ﾚｸﾁｿﾞｰﾙｼﾞｮｳ25mg","001","錠剤","0",""
"ﾚｸﾃ001","ﾚｸﾃ001","レグテクト錠３３３ｍｇ","ﾚｸﾞﾃ","1","","34.20000","ﾚｸﾞﾃｸﾄｼﾞｮｳ333mg","001","錠剤","0",""
"ﾚｽﾀ001","ﾚｽﾀ001","レスタミンコーワクリーム１％","","1","","2.13000","ﾚｽﾀﾐﾝｺ-ﾜｸﾘ-ﾑ1%","015","クリーム","0",""
"ﾚｽﾌ001","ﾚｽﾌ001","レスプレン錠２０ｍｇ","ﾚｽﾌﾟ2*","1","","10.80000","ﾚｽﾌﾟﾚﾝｼﾞｮｳ20mg","001","錠剤","0",""
"ﾚﾄﾛ002","ﾚﾄﾛ002","レトロゾール錠２．５ｍｇ「サワイ」","","2","","52.40000","ﾚﾄﾛｿﾞ-ﾙｼﾞﾖｳ2.5MGｻﾜｲ","001","錠剤","2",""
"ﾚﾊﾐ001","ﾚﾊﾐ001","レバミピド錠１００ｍｇ「オーツカ」","ﾚﾊﾞﾐ4","1","","10.40000","ﾚﾊﾞﾐﾋﾟﾄﾞｼﾞﾖｳ100MGｵ-ﾂｶ","001","錠剤","0",""
"ﾚﾍﾀ001","ﾚﾍﾀ001","レペタン坐剤０．２ｍｇ","ﾚﾍﾟﾀ1","2","","111.80000","ﾚﾍﾟﾀﾝｻﾞｻﾞｲ0.2mg","012","坐剤","2",""
"ﾚﾍﾁ001","ﾚﾍﾁ001","レベチラセタム錠２５０ｍｇ「明治」","ﾚﾍﾞﾁ","0","","25.40000","ﾚﾍﾞﾁﾗｾﾀﾑｼﾞｮｳ250mg｢ﾒｲｼﾞ｣","001","錠剤","0",""
"ﾚﾍﾁ002","ﾚﾍﾁ002","レベチラセタムドライシロップ５０％「明治」","ﾚﾍﾞﾁﾄﾞ","0","","63.70000","ﾚﾍﾞﾁﾗｾﾀﾑﾄﾞﾗｲｼﾛｯﾌﾟ50%｢ﾒｲｼﾞ｣","003","散","0",""
"ﾚﾍﾁ003","ﾚﾍﾁ003","レベチラセタム点滴静注５００ｍｇ「明治」","ﾚﾍﾞﾁﾁ","1","","669.00000","ﾚﾍﾞﾁﾗｾﾀﾑﾃﾝﾃｷｼﾞｮｳﾁｭｳ500mg｢ﾒｲｼﾞ｣","025","注射剤","0",""
"ﾚﾍﾁ004","ﾚﾍﾁ004","レベチラセタム錠２５０ｍｇ「トーワ」","","1","","25.40000","ﾚﾍﾞﾁﾗｾﾀﾑｼﾞﾖｳ250MGﾄ-ﾜ","001","錠剤","0",""
"ﾚﾍﾁ005","ﾚﾍﾁ005","レベチラセタムＤＳ５０％「トーワ」","","1","","63.70000","ﾚﾍﾞﾁﾗｾﾀﾑDS50%ﾄ-ﾜ","003","散","0",""
"ﾚﾎｶ001","ﾚﾎｶ001","レボカルニチンＦＦ錠２５０ｍｇ「アメル」","","2","","75.90000","ﾚﾎﾞｶﾙﾆﾁﾝFFｼﾞﾖｳ250MGｱﾒﾙ","001","錠剤","0",""
"ﾚﾎﾄ001","ﾚﾎﾄ001","レボトミン錠５ｍｇ","ﾚﾎﾞﾄ1*","0","","5.90000","ﾚﾎﾞﾄﾐﾝｼﾞｮｳ5mg","001","錠剤","0",""
"ﾚﾎﾄ002","ﾚﾎﾄ002","レボトミン錠２５ｍｇ","ﾚﾎﾞﾄ2*","0","","8.60000","ﾚﾎﾞﾄﾐﾝｼﾞｮｳ25mg","001","錠剤","0",""
"ﾚﾎﾄ003","ﾚﾎﾄ003","レボトミン錠５０ｍｇ","ﾚﾎﾞﾄ3*","0","","8.90000","ﾚﾎﾞﾄﾐﾝｼﾞｮｳ50mg","001","錠剤","2",""
"ﾚﾎﾄ004","ﾚﾎﾄ004","レボトミン顆粒１０％","ﾚﾎﾞﾄ8*","0","","14.30000","ﾚﾎﾞﾄﾐﾝｶﾘｭｳ10%","003","散","2",""
"ﾚﾎﾄ005","ﾚﾎﾄ005","レボトミン筋注２５ｍｇ","ﾚﾎﾞﾄﾐﾝ","0","","57.00000","ﾚﾎﾞﾄﾐﾝｷﾝﾁｭｳ25mg","025","注射剤","2",""
"ﾚﾎﾌ001","ﾚﾎﾌ001","レボフロキサシン細粒１０％「ＤＳＥＰ」","ﾚﾎﾞﾌ10","2","","27.70000","ﾚﾎﾞﾌﾛｷｻｼﾝｻｲﾘｭｳ10%｢DSEP｣","003","散","0",""
"ﾚﾎﾌ002","ﾚﾎﾌ002","レボフロキサシン錠２５０ｍｇ「ＤＳＥＰ」","ﾚﾎﾞﾌ25","1","","32.90000","ﾚﾎﾞﾌﾛｷｻｼﾝｼﾞｮｳ250mg｢DSEP｣","001","錠剤","0",""
"ﾚﾎﾌ003","ﾚﾎﾌ003","レボフロキサシン点滴静注バッグ５００ｍｇ／１００ｍＬ「ＤＳＥＰ」","","1","","1044.00000","ﾚﾎﾞﾌﾛｷｻｼﾝﾃﾝﾃｷｼﾞﾖｳﾁﾕｳﾊﾞﾂｸﾞ500MG/100MLDSEP","025","注射剤","0",""
"ﾚﾎﾌ004","ﾚﾎﾌ004","レボフロキサシン点眼液１．５％「ニットー」","","2","","26.60000","ﾚﾎﾞﾌﾛｷｻｼﾝﾃﾝｶﾞﾝｴｷ1.5%ﾆﾂﾄ-","021","点眼剤","0",""
