"薬品マスタ","2026/03/04"
"PK","","TZMYAKUHINMEISHO","TZMYAKUHIN","TZMYAKUHINBETSUKIHONJOHOKUBUN","","TZMYAKUKA","TZMYAKUHINMEISHO","TZMYAKUHIN","","TZMYAKUHINBETSUKIHONJOHOKUBUN",""
"YAKUHIN_CODE","","YAKUHIN_NM","HOST_CODE","SAIYO_DIV","","YAKKA","YAKUHIN_NM_KANA","ZAIKEI_CODE","","DOKUGEKIYAKU_DIV",""
"コード(区分値)","コード","名称","ホストコード","採用区分（区分値）(区分値)","採用区分（区分値）","薬価","カナ名称","剤形(区分値)","剤形","毒劇薬（区分値）(区分値)","毒劇薬（区分値）"
"ﾃﾙﾋ002","ﾃﾙﾋ002","テルビナフィン塩酸塩外用液１％「イワキ」","ﾃﾙﾋﾞ2","0","","9.50000","ﾃﾙﾋﾞﾅﾌｨﾝｴﾝｻﾝｴﾝｶﾞｲﾖｳｴｷ1%｢ｲﾜｷ｣","017","外用液剤","0",""
"ﾃﾙﾋ003","ﾃﾙﾋ003","テルビナフィン塩酸塩外用液１％「Ｆ」","","0","","13.90000","ﾃﾙﾋﾞﾅﾌｲﾝｴﾝｻﾝｴﾝｶﾞｲﾖｳｴｷ1%F","017","外用液剤","0",""
"ﾃﾙﾋ004","ﾃﾙﾋ004","テルビナフィン塩酸塩クリーム１％「サワイ」","","1","","9.50000","ﾃﾙﾋﾞﾅﾌｲﾝｴﾝｻﾝｴﾝｸﾘ-ﾑ1%ｻﾜｲ","015","クリーム","0",""
"ﾃﾙﾋ005","ﾃﾙﾋ005","テルビナフィン塩酸塩外用液１％「サワイ」","","1","","9.50000","ﾃﾙﾋﾞﾅﾌｲﾝｴﾝｻﾝｴﾝｶﾞｲﾖｳｴｷ1%ｻﾜｲ","017","外用液剤","0",""
"ﾃﾙﾐ001","ﾃﾙﾐ001","テルミサルタン錠２０ｍｇ「杏林」","ﾃﾙﾐ","0","","10.40000","ﾃﾙﾐｻﾙﾀﾝｼﾞｮｳ20mg｢ｷｮｳﾘﾝ｣","001","錠剤","0",""
"ﾃﾙﾐ002","ﾃﾙﾐ002","テルミサルタンＯＤ錠２０ｍｇ「トーワ」","","1","","10.40000","ﾃﾙﾐｻﾙﾀﾝODｼﾞﾖｳ20MGﾄ-ﾜ","001","錠剤","0",""
"ﾃﾙﾓ001","ﾃﾙﾓ001","デルモベート軟膏０．０５％","ﾃﾞﾙﾓ2*","0","","14.60000","ﾃﾞﾙﾓﾍﾞｰﾄﾅﾝｺｳ0.05%","014","軟膏","2",""
"ﾃﾙﾓ002","ﾃﾙﾓ002","デルモゾールＧ軟膏","ﾃﾞﾙﾓｿ","1","","27.70000","ﾃﾞﾙﾓｿﾞｰﾙGﾅﾝｺｳ","014","軟膏","0",""
"ﾃﾙﾓ003","ﾃﾙﾓ003","デルモゾールＧクリーム","ﾃﾞﾙﾓｿｸ","0","","27.70000","ﾃﾞﾙﾓｿﾞｰﾙGｸﾘｰﾑ","015","クリーム","0",""
"ﾄｱﾗ001","ﾄｱﾗ001","トアラセット配合錠「オーハラ」","","2","","7.20000","ﾄｱﾗｾﾂﾄﾊｲｺﾞｳｼﾞﾖｳｵ-ﾊﾗ","001","錠剤","2",""
"ﾄｳｴ001","ﾄｳｴ001","５％糖液キットＨ","ﾄｳｴｷ5%","0","","236.00000","5%ﾄｳｴｷｷｯﾄH","025","注射剤","0",""
"ﾄｳｴ002","ﾄｳｴ002","大塚糖液５％","ﾄｳｴｷ","1","","332.00000","ｵｵﾂｶﾄｳｴｷ5%","025","注射剤","0",""
"ﾄｸﾏ001","ﾄｸﾏ001","ドグマチール細粒５０％","ﾄﾞｸﾞﾏｻ","0","","21.20000","ﾄﾞｸﾞﾏﾁｰﾙｻｲﾘｭｳ50%","003","散","2",""
"ﾄｽｷ001","ﾄｽｷ001","トスキサシン錠１５０ｍｇ","","1","","50.40000","ﾄｽｷｻｼﾝｼﾞﾖｳ150MG","001","錠剤","0",""
"ﾄﾈﾍ001","ﾄﾈﾍ001","ドネペジル塩酸塩ＯＤ錠３ｍｇ「明治」","ﾄﾞﾈ1","0","","29.10000","ﾄﾞﾈﾍﾟｼﾞﾙｴﾝｻﾝｴﾝODｼﾞｮｳ3mg｢ﾒｲｼﾞ｣","001","錠剤","2",""
"ﾄﾈﾍ002","ﾄﾈﾍ002","ドネペジル塩酸塩ＯＤ錠３ｍｇ「オーハラ」","ﾄﾞﾈﾍﾟ6","0","","29.10000","ﾄﾞﾈﾍﾟｼﾞﾙｴﾝｻﾝｴﾝODｼﾞｮｳ3mg｢ｵｰﾊﾗ｣","001","錠剤","2",""
"ﾄﾈﾍ003","ﾄﾈﾍ003","ドネペジル塩酸塩ＯＤ錠５ｍｇ「明治」","ﾄﾞﾈ2","0","","43.40000","ﾄﾞﾈﾍﾟｼﾞﾙｴﾝｻﾝｴﾝODｼﾞｮｳ5mg｢ﾒｲｼﾞ｣","001","錠剤","2",""
"ﾄﾈﾍ004","ﾄﾈﾍ004","ドネペジル塩酸塩ＯＤ錠５ｍｇ「オーハラ」","ﾄﾞﾈﾍﾟ7","0","","43.40000","ﾄﾞﾈﾍﾟｼﾞﾙｴﾝｻﾝｴﾝODｼﾞｮｳ5mg｢ｵｰﾊﾗ｣","001","錠剤","2",""
"ﾄﾈﾍ005","ﾄﾈﾍ005","ドネペジル塩酸塩細粒０．５％「日医工」","ﾄﾞﾈﾍﾟｼ","0","","50.80000","ﾄﾞﾈﾍﾟｼﾞﾙｴﾝｻﾝｴﾝｻｲﾘｭｳ0.5%｢ﾆﾁｲｺｳ｣","003","散","2",""
"ﾄﾈﾍ006","ﾄﾈﾍ006","ドネペジル塩酸塩ＯＤ錠１０ｍｇ「明治」","ﾄﾞﾈ3","0","","73.10000","ﾄﾞﾈﾍﾟｼﾞﾙｴﾝｻﾝｴﾝODｼﾞｮｳ10mg｢ﾒｲｼﾞ｣","001","錠剤","2",""
"ﾄﾈﾍ007","ﾄﾈﾍ007","ドネペジル塩酸塩ＯＤ錠１０ｍｇ「オーハラ」","ﾄﾞﾈﾍﾟ8","0","","73.10000","ﾄﾞﾈﾍﾟｼﾞﾙｴﾝｻﾝｴﾝODｼﾞｮｳ10mg｢ｵｰﾊﾗ｣","001","錠剤","2",""
"ﾄﾈﾍ008","ﾄﾈﾍ008","ドネペジル塩酸塩ＯＤ錠３ｍｇ「トーワ」","","1","","29.10000","ﾄﾞﾈﾍﾟｼﾞﾙｴﾝｻﾝｴﾝODｼﾞﾖｳ3MGﾄ-ﾜ","001","錠剤","2",""
"ﾄﾈﾍ009","ﾄﾈﾍ009","ドネペジル塩酸塩ＯＤ錠５ｍｇ「トーワ」","","1","","43.40000","ﾄﾞﾈﾍﾟｼﾞﾙｴﾝｻﾝｴﾝODｼﾞﾖｳ5MGﾄ-ﾜ","001","錠剤","2",""
"ﾄﾈﾍ010","ﾄﾈﾍ010","ドネペジル塩酸塩ＯＤ錠１０ｍｇ「トーワ」","","1","","73.10000","ﾄﾞﾈﾍﾟｼﾞﾙｴﾝｻﾝｴﾝODｼﾞﾖｳ10MGﾄ-ﾜ","001","錠剤","2",""
"ﾄﾊｽ001","ﾄﾊｽ001","ドパストン静注５０ｍｇ","ﾄﾞﾊﾟｽ","2","","339.00000","ﾄﾞﾊﾟｽﾄﾝｼﾞｮｳﾁｭｳ50mg","025","注射剤","0",""
"ﾄﾊﾐ001","ﾄﾊﾐ001","ドパミン塩酸塩点滴静注１００ｍｇ「ＮＰ」","ﾄﾞﾊﾟﾐ","1","","146.00000","ﾄﾞﾊﾟﾐﾝｴﾝｻﾝｴﾝﾃﾝﾃｷｼﾞｮｳﾁｭｳ100mg｢NP｣","025","注射剤","2",""
"ﾄﾋﾅ001","ﾄﾋﾅ001","トピナ錠５０ｍｇ","ﾄﾋﾟﾅ","0","","45.10000","ﾄﾋﾟﾅｼﾞｮｳ50mg","001","錠剤","0",""
"ﾄﾋﾛ001","ﾄﾋﾛ001","トピロリック錠４０ｍｇ","ﾄﾋﾟﾛ2","1","","29.70000","ﾄﾋﾟﾛﾘｯｸｼﾞｮｳ40mg","001","錠剤","0",""
"ﾄﾌｽ001","ﾄﾌｽ001","ドプスＯＤ錠１００ｍｇ","ﾄﾞﾌﾟｽ","1","","32.70000","ﾄﾞﾌﾟｽODｼﾞｮｳ100mg","001","錠剤","0",""
"ﾄﾌﾗ001","ﾄﾌﾗ001","トフラニール錠１０ｍｇ","ﾄﾌﾗ1**","1","","10.10000","ﾄﾌﾗﾆｰﾙｼﾞｮｳ10mg","001","錠剤","0",""
"ﾄﾎﾈ001","ﾄﾎﾈ001","ドボネックス軟膏５０μｇ／ｇ","ﾄﾞﾎﾞﾈ","0","","75.60000","ﾄﾞﾎﾞﾈｯｸｽﾅﾝｺｳ50μg/g","014","軟膏","2",""
"ﾄﾗｾ001","ﾄﾗｾ001","トラゼンタ錠５ｍｇ","ﾄﾗｾﾞ","2","","118.90000","ﾄﾗｾﾞﾝﾀｼﾞｮｳ5mg","001","錠剤","0",""
"ﾄﾗｾ002","ﾄﾗｾ002","トラセミド錠４ｍｇ「ＫＯ」","","2","","6.10000","ﾄﾗｾﾐﾄﾞｼﾞﾖｳ4MGKO","001","錠剤","0",""
"ﾄﾗｿ001","ﾄﾗｿ001","トラゾドン塩酸塩錠２５ｍｇ「アメル」","ﾄﾗｿﾞ","1","","6.10000","ﾄﾗｿﾞﾄﾞﾝｴﾝｻﾝｴﾝｼﾞｮｳ25mg｢ｱﾒﾙ｣","001","錠剤","2",""
"ﾄﾗﾏ001","ﾄﾗﾏ001","トラマールＯＤ錠５０ｍｇ","ﾄﾗﾏ","0","","29.40000","ﾄﾗﾏｰﾙODｼﾞｮｳ50mg","001","錠剤","2",""
"ﾄﾗﾏ002","ﾄﾗﾏ002","トラマールＯＤ錠２５ｍｇ","","2","","17.00000","ﾄﾗﾏ-ﾙODｼﾞﾖｳ25MG","001","錠剤","2",""
"ﾄﾗﾑ001","ﾄﾗﾑ001","トラムセット配合錠","ﾄﾗﾑ","0","","26.90000","ﾄﾗﾑｾｯﾄﾊｲｺﾞｳｼﾞｮｳ","001","錠剤","2",""
"ﾄﾗﾝ001","ﾄﾗﾝ001","トランサミンカプセル２５０ｍｇ","ﾄﾗﾝｻﾐ2","1","","10.40000","ﾄﾗﾝｻﾐﾝｶﾌﾟｾﾙ250mg","002","カプセル","0",""
"ﾄﾗﾝ002","ﾄﾗﾝ002","トランサミン注５％","ﾄﾗﾝｻﾐﾝ","1","","100.00000","ﾄﾗﾝｻﾐﾝﾁｭｳ5%","025","注射剤","0",""
"ﾄﾘｱ001","ﾄﾘｱ001","トリアゾラム錠０．２５ｍｇ「日医工」","ﾄﾘｱ","1","","6.10000","ﾄﾘｱｿﾞﾗﾑｼﾞｮｳ0.25mg｢ﾆﾁｲｺｳ｣","001","錠剤","0",""
"ﾄﾘｱ002","ﾄﾘｱ002","トリアゾラム錠０．２５ｍｇ「テバ」","ﾄﾘﾃﾊﾞ","0","","5.90000","ﾄﾘｱｿﾞﾗﾑｼﾞｮｳ0.25mg｢ﾃﾊﾞ｣","001","錠剤","0",""
"ﾄﾘｱ003","ﾄﾘｱ003","トリアゾラム錠０．２５ｍｇ「ＣＨ」","","0","","6.10000","ﾄﾘｱｿﾞﾗﾑｼﾞﾖｳ0.25MGCH","001","錠剤","0",""
"ﾄﾘﾌ001","ﾄﾘﾌ001","トリプタノール錠２５","ﾄﾘﾌﾟ2","1","","10.10000","ﾄﾘﾌﾟﾀﾉｰﾙｼﾞｮｳ25","001","錠剤","0",""
"ﾄﾘﾌ002","ﾄﾘﾌ002","トリフリード輸液","ﾄﾘﾌﾘｰﾄ","1","","256.00000","ﾄﾘﾌﾘｰﾄﾞﾕｴｷ","025","注射剤","0",""
"ﾄﾘﾍ001","ﾄﾘﾍ001","トリヘキシフェニジル塩酸塩錠２ｍｇ「タカタ」","ﾄﾘﾍ","0","","9.00000","ﾄﾘﾍｷｼﾌｪﾆｼﾞﾙｴﾝｻﾝｴﾝｼﾞｮｳ2mg｢ﾀｶﾀ｣","001","錠剤","0",""
"ﾄﾘﾍ002","ﾄﾘﾍ002","トリヘキシフェニジル塩酸塩錠２ｍｇ「ＮＩＧ」","","1","","9.00000","ﾄﾘﾍｷｼﾌｴﾆｼﾞﾙｴﾝｻﾝｴﾝｼﾞﾖｳ2MGNIG","001","錠剤","0",""
"ﾄﾘﾒ001","ﾄﾘﾒ001","トリメブチンマレイン酸塩錠１００ｍｇ「トーワ」","ﾄﾘﾒ","1","","6.10000","ﾄﾘﾒﾌﾞﾁﾝﾏﾚｲﾝｻﾝｴﾝｼﾞｮｳ100mg｢ﾄｰﾜ｣","001","錠剤","0",""
"ﾄﾘﾝ001","ﾄﾘﾝ001","トリンテリックス錠１０ｍｇ","ﾄﾘﾝ","1","","161.70000","ﾄﾘﾝﾃﾘｯｸｽｼﾞｮｳ10mg","001","錠剤","2",""
"ﾄﾙｿ001","ﾄﾙｿ001","トルソプト点眼液１％","ﾄﾙｿ","2","","155.10000","ﾄﾙｿﾌﾟﾄﾃﾝｶﾞﾝｴｷ1%","021","点眼剤","0",""
"ﾄﾙﾊ001","ﾄﾙﾊ001","トルバプタンＯＤ錠７．５ｍｇ「ＴＥ」","ﾄﾙﾊﾞ","2","","309.00000","ﾄﾙﾊﾞﾌﾟﾀﾝODｼﾞｮｳ7.5mg｢TE｣","001","錠剤","2",""
"ﾄﾙﾐ001","ﾄﾙﾐ001","ドルミカム注射液１０ｍｇ","ﾄﾞﾙﾐ","2","","115.00000","ﾄﾞﾙﾐｶﾑﾁｭｳｼｬｴｷ10mg","025","注射剤","0",""
"ﾄﾙﾘ001","ﾄﾙﾘ001","トルリシティ皮下注０．７５ｍｇアテオス","ﾄﾙﾘ","2","","2749.00000","ﾄﾙﾘｼﾃｨﾋｶﾁｭｳ0.75mgｱﾃｵｽ","025","注射剤","2",""
"ﾄﾚｼ001","ﾄﾚｼ001","トレシーバ注 フレックスタッチ","ﾄﾚｼ","2","","1841.00000","ﾄﾚｼｰﾊﾞﾁｭｳ ﾌﾚｯｸｽﾀｯﾁ","025","注射剤","2",""
"ﾄﾚﾄ001","ﾄﾚﾄ001","トレドミン錠１５ｍｇ","ﾄﾚﾄﾞ15","1","","9.20000","ﾄﾚﾄﾞﾐﾝｼﾞｮｳ15mg","001","錠剤","2",""
"ﾄﾚﾄ002","ﾄﾚﾄ002","トレドミン錠２５ｍｇ","ﾄﾚﾄﾞ25","1","","12.80000","ﾄﾚﾄﾞﾐﾝｼﾞｮｳ25mg","001","錠剤","2",""
"ﾄﾚﾗ001","ﾄﾚﾗ001","トレーランＧ液７５ｇ","ﾄﾚｰﾗﾝ","0","","205.20000","ﾄﾚｰﾗﾝGｴｷ75g","007","液（内用）","0",""
"ﾄﾚﾘ001","ﾄﾚﾘ001","トレリーフＯＤ錠２５ｍｇ","ﾄﾚﾘ2","0","","618.50000","ﾄﾚﾘｰﾌODｼﾞｮｳ25mg","001","錠剤","2",""
"ﾄﾛｷ001","ﾄﾛｷ001","ドロキシドパカプセル１００ｍｇ「アメル」","ﾄﾞﾛｷ","0","","49.70000","ﾄﾞﾛｷｼﾄﾞﾊﾟｶﾌﾟｾﾙ100mg｢ｱﾒﾙ｣","002","カプセル","0",""
"ﾄﾛﾍ001","ﾄﾛﾍ001","トロペロン錠１ｍｇ","ﾄﾛﾍﾟ2","0","","8.90000","ﾄﾛﾍﾟﾛﾝｼﾞｮｳ1mg","001","錠剤","2",""
"ﾄﾛﾍ002","ﾄﾛﾍ002","トロペロン錠３ｍｇ","ﾄﾛﾍﾟ3","0","","24.50000","ﾄﾛﾍﾟﾛﾝｼﾞｮｳ3mg","001","錠剤","2",""
"ﾄﾛﾍ003","ﾄﾛﾍ003","トロペロン細粒１％","ﾄﾛﾍﾟｻ","0","","74.20000","ﾄﾛﾍﾟﾛﾝｻｲﾘｭｳ1%","003","散","2",""
"ﾄﾛﾍ004","ﾄﾛﾍ004","トロペロン注４ｍｇ","ﾄﾛﾍﾟﾛﾝ","1","","192.00000","ﾄﾛﾍﾟﾛﾝﾁｭｳ4mg","025","注射剤","2",""
"ﾄﾛﾝ001","ﾄﾛﾝ001","トロンビン液モチダ ソフトボトル１万","ﾄﾛﾝ","0","","1447.40000","ﾄﾛﾝﾋﾞﾝｴｷﾓﾁﾀﾞ ｿﾌﾄﾎﾞﾄﾙ1ﾏﾝ","017","外用液剤","0",""
"ﾄﾜﾁ001","ﾄﾜﾁ001","トーワチーム配合顆粒","ﾄｰﾜ","1","","6.50000","ﾄｰﾜﾁｰﾑﾊｲｺﾞｳｶﾘｭｳ","003","散","2",""
"ﾄﾝﾍ001","ﾄﾝﾍ001","ドンペリドン錠１０ｍｇ「トーワ」","ﾄﾞﾝﾍﾟ","0","","6.10000","ﾄﾞﾝﾍﾟﾘﾄﾞﾝｼﾞｮｳ10mg｢ﾄｰﾜ｣","001","錠剤","0",""
"ﾄﾝﾍ002","ﾄﾝﾍ002","ドンペリドン錠１０ｍｇ「ＪＧ」","","1","","6.10000","ﾄﾞﾝﾍﾟﾘﾄﾞﾝｼﾞﾖｳ10MGJG","001","錠剤","0",""
"ﾅｲﾛ001","ﾅｲﾛ001","ナイロジン注","ﾅｲﾛ","0","","58.00000","ﾅｲﾛｼﾞﾝﾁｭｳ","025","注射剤","0",""
"ﾅｳｾ001","ﾅｳｾ001","ナウゼリン坐剤６０","","1","","76.50000","ﾅｳｾﾞﾘﾝｻﾞｻﾞｲ60","012","坐剤","0",""
"ﾅﾄﾘ001","ﾅﾄﾘ001","ナトリックス錠１","ﾅﾄﾘ","1","","10.40000","ﾅﾄﾘｯｸｽｼﾞｮｳ1","001","錠剤","0",""
"ﾅﾌｱ001","ﾅﾌｱ001","ナファモスタットメシル酸塩５０ｍｇ注射用","ﾅﾌｧ50","0","","332.00000","ﾅﾌｧﾓｽﾀｯﾄﾒｼﾙｻﾝｴﾝ50mgﾁｭｳｼｬﾖｳ","025","注射剤","2",""
"ﾆｺﾁ001","ﾆｺﾁ001","ニコチン酸アミド散１０％「ゾンネ」","ﾆｺﾁ","2","","10.70000","ﾆｺﾁﾝｻﾝｱﾐﾄﾞｻﾝ10%｢ｿﾞﾝﾈ｣","003","散","0",""
"ﾆｺﾗ001","ﾆｺﾗ001","ニコランジル錠５ｍｇ「トーワ」","ﾆｺﾗ2","1","","6.10000","ﾆｺﾗﾝｼﾞﾙｼﾞｮｳ5mg｢ﾄｰﾜ｣","001","錠剤","0",""
"ﾆｺﾗ002","ﾆｺﾗ002","ニコランジル錠５ｍｇ「サワイ」","","0","","6.10000","ﾆｺﾗﾝｼﾞﾙｼﾞﾖｳ5MGｻﾜｲ","001","錠剤","0",""
"ﾆｾﾙ001","ﾆｾﾙ001","ニセルゴリン錠５ｍｇ「トーワ」","ﾆｾﾙ","1","","10.10000","ﾆｾﾙｺﾞﾘﾝｼﾞｮｳ5mg｢ﾄｰﾜ｣","001","錠剤","0",""
"ﾆｿﾗ001","ﾆｿﾗ001","ニゾラールクリーム２％","ﾆｿﾞﾗｰ","1","","16.00000","ﾆｿﾞﾗｰﾙｸﾘｰﾑ2%","015","クリーム","0",""
"ﾆｿﾗ002","ﾆｿﾗ002","ニゾラールローション２％","ﾆｿﾞﾗｰﾙ","1","","22.10000","ﾆｿﾞﾗｰﾙﾛｰｼｮﾝ2%","017","外用液剤","0",""
"ﾆﾄﾗ001","ﾆﾄﾗ001","ニトラゼパム細粒１％「ＴＣＫ」","ﾆﾄﾗｾﾞ1","0","","16.20000","ﾆﾄﾗｾﾞﾊﾟﾑｻｲﾘｭｳ1%｢TCK｣","003","散","0",""
"ﾆﾄﾛ001","ﾆﾄﾛ001","ニトロペン舌下錠０．３ｍｇ","ﾆﾄﾛﾍﾟ","1","","10.00000","ﾆﾄﾛﾍﾟﾝｾﾞｯｶｼﾞｮｳ0.3mg","001","錠剤","2",""
"ﾆﾌｴ001","ﾆﾌｴ001","ニフェジピンカプセル１０ｍｇ「サワイ」","ﾆﾌｪ","1","","8.30000","ﾆﾌｪｼﾞﾋﾟﾝｶﾌﾟｾﾙ10mg｢ｻﾜｲ｣","002","カプセル","2",""
"ﾆﾌﾗ001","ﾆﾌﾗ001","ニプラジロールＰＦ点眼液０．２５％「日点」","ﾆﾌﾟﾗ","0","","117.90000","ﾆﾌﾟﾗｼﾞﾛｰﾙPFﾃﾝｶﾞﾝｴｷ0.25%｢ﾆｯﾃﾝ｣","021","点眼剤","0",""
"ﾆﾕｳ001","ﾆﾕｳ001","乳糖水和物","ﾆｭｳﾄｳ","1","","1.47000","ﾆｭｳﾄｳｽｲﾜﾌﾞﾂ","003","散","0",""
"ﾆﾕﾌ001","ﾆﾕﾌ001","ニュープロパッチ９ｍｇ","ﾆｭｰﾌﾟ9","0","","454.70000","ﾆｭｰﾌﾟﾛﾊﾟｯﾁ9mg","019","貼付剤","2",""
"ﾆﾕﾌ002","ﾆﾕﾌ002","ニュープロパッチ４．５ｍｇ","","2","","296.10000","ﾆﾕ-ﾌﾟﾛﾊﾟﾂﾁ4.5MG","019","貼付剤","2",""
"ﾆﾕﾓ001","ﾆﾕﾓ001","ニューモバックスＮＰシリンジ（用時購入）","ﾆｭｰﾓ1","2","","4735.00000","ﾆｭｰﾓﾊﾞｯｸｽNPｼﾘﾝｼﾞ","025","注射剤","2",""
"ﾆﾕﾚ001","ﾆﾕﾚ001","ニューレプチル錠５ｍｇ","ﾆｭｰﾚ5","1","","6.10000","ﾆｭｰﾚﾌﾟﾁﾙｼﾞｮｳ5mg","001","錠剤","0",""
"ﾆﾕﾚ002","ﾆﾕﾚ002","ニューレプチル錠１０ｍｇ","ﾆｭｰﾚ10","1","","6.70000","ﾆｭｰﾚﾌﾟﾁﾙｼﾞｮｳ10mg","001","錠剤","0",""
"ﾆﾖｳ001","ﾆﾖｳ001","尿素クリーム１０％「日医工」","ﾆｮｳｿ","1","","2.90000","ﾆｮｳｿｸﾘｰﾑ10%｢ﾆﾁｲｺｳ｣","015","クリーム","0",""
"ﾆﾙﾊ001","ﾆﾙﾊ001","ニルバジピン錠２ｍｇ「サワイ」","ﾆﾙﾊﾞ2","0","","10.10000","ﾆﾙﾊﾞｼﾞﾋﾟﾝｼﾞｮｳ2mg｢ｻﾜｲ｣","001","錠剤","2",""
"ﾆﾙﾊ002","ﾆﾙﾊ002","ニルバジピン錠４ｍｇ「サワイ」","","1","","10.40000","ﾆﾙﾊﾞｼﾞﾋﾟﾝｼﾞﾖｳ4MGｻﾜｲ","001","錠剤","2",""
"ﾈｲﾘ001","ﾈｲﾘ001","ネイリンカプセル１００ｍｇ（用時購入）","ﾈｲﾘ","2","","814.80000","ﾈｲﾘﾝｶﾌﾟｾﾙ100mg","002","カプセル","0",""
"ﾈｵﾄ001","ﾈｵﾄ001","ネオドパストン配合錠Ｌ１００","ﾈｵﾄﾞﾊﾟ","1","","14.70000","ﾈｵﾄﾞﾊﾟｽﾄﾝﾊｲｺﾞｳｼﾞｮｳL100","001","錠剤","0",""
"ﾈｵﾌ001","ﾈｵﾌ001","ネオフィリン注２５０ｍｇ","ﾈｵﾌｨﾘﾝ","1","","100.00000","ﾈｵﾌｨﾘﾝﾁｭｳ250mg","025","注射剤","0",""
"ﾈｵﾌ002","ﾈｵﾌ002","ネオファーゲン静注２０ｍＬ","ﾈｵﾌｧ","1","","61.00000","ﾈｵﾌｧｰｹﾞﾝｼﾞｮｳﾁｭｳ20mL","025","注射剤","0",""
"ﾈｵﾒ001","ﾈｵﾒ001","ネオメドロールＥＥ軟膏","","1","","45.50000","ﾈｵﾒﾄﾞﾛ-ﾙEEﾅﾝｺｳ","014","軟膏","0",""
"ﾈｵﾗ001","ﾈｵﾗ001","ネオーラル５０ｍｇカプセル","ﾈｵｰﾗ","0","","151.60000","ﾈｵｰﾗﾙ50mgｶﾌﾟｾﾙ","002","カプセル","2",""
"ﾈｽﾌ001","ﾈｽﾌ001","ネスプ注射液４０μｇプラシリンジ","ﾈｽﾌﾟ1","0","","4157.00000","ﾈｽﾌﾟﾁｭｳｼｬｴｷ40μgﾌﾟﾗｼﾘﾝｼﾞ","025","注射剤","2",""
"ﾈｽﾌ002","ﾈｽﾌ002","ネスプ注射液１２０μｇプラシリンジ","ﾈｽﾌﾟ","0","","9434.00000","ﾈｽﾌﾟﾁｭｳｼｬｴｷ120μgﾌﾟﾗｼﾘﾝｼﾞ","025","注射剤","2",""
"ﾈﾘｿ001","ﾈﾘｿ001","ネリゾナユニバーサルクリーム０．１％","ﾈﾘｿﾞﾅﾕ","0","","17.00000","ﾈﾘｿﾞﾅﾕﾆﾊﾞｰｻﾙｸﾘｰﾑ0.1%","015","クリーム","2",""
"ﾉｲﾛ001","ﾉｲﾛ001","ノイロトロピン錠４単位","ﾉｲﾛﾄﾛﾋ","1","","28.50000","ﾉｲﾛﾄﾛﾋﾟﾝｼﾞｮｳ4ﾀﾝｲ","001","錠剤","0",""
"ﾉｲﾛ003","ﾉｲﾛ003","ノイロビタン配合錠","","1","","6.00000","ﾉｲﾛﾋﾞﾀﾝﾊｲｺﾞｳｼﾞﾖｳ","001","錠剤","0",""
"ﾉｳﾘ001","ﾉｳﾘ001","ノウリアスト錠２０ｍｇ","","0","","770.60000","ﾉｳﾘｱｽﾄｼﾞﾖｳ20MG","001","錠剤","0",""
"ﾉﾍﾙ001","ﾉﾍﾙ001","ノベルジン錠２５ｍｇ","ﾉﾍﾞﾙ","2","","201.10000","ﾉﾍﾞﾙｼﾞﾝｼﾞｮｳ25mg","001","錠剤","2",""
"ﾉﾎﾗ001","ﾉﾎﾗ001","ノボラピッド注 フレックスペン","ﾉﾎﾞﾗ1","0","","1293.00000","ﾉﾎﾞﾗﾋﾟｯﾄﾞﾁｭｳ ﾌﾚｯｸｽﾍﾟﾝ","025","注射剤","2",""
"ﾉﾎﾘ001","ﾉﾎﾘ001","ノボリンＮ注フレックスペン","ﾉﾎﾞﾘﾝ","0","","1297.00000","ﾉﾎﾞﾘﾝNﾁｭｳﾌﾚｯｸｽﾍﾟﾝ","025","注射剤","2",""
"ﾉﾙｱ001","ﾉﾙｱ001","ノルアドレナリン注射液","ﾉﾙｱﾄﾞﾚ","1","","100.00000","ﾉﾙｱﾄﾞﾚﾅﾘﾝﾁｭｳｼｬｴｷ","025","注射剤","2",""
"ﾊｲﾊ001","ﾊｲﾊ001","ハイパジールコーワ点眼液０．２５％","ﾊｲﾊﾟ","0","","181.70000","ﾊｲﾊﾟｼﾞｰﾙｺｰﾜﾃﾝｶﾞﾝｴｷ0.25%","021","点眼剤","0",""
"ﾊｲﾍ001","ﾊｲﾍ001","ハイペン錠２００ｍｇ","","1","","12.30000","ﾊｲﾍﾟﾝｼﾞﾖｳ200MG","001","錠剤","2",""
"ﾊｷｼ001","ﾊｷｼ001","パキシル錠１０ｍｇ","ﾊﾟｷｼﾙ","0","","40.90000","ﾊﾟｷｼﾙｼﾞｮｳ10mg","001","錠剤","2",""
"ﾊｷｼ002","ﾊｷｼ002","パキシルＣＲ錠１２．５ｍｇ","ﾊﾟｷｼ","1","","33.70000","ﾊﾟｷｼﾙCRｼﾞｮｳ12.5mg","001","錠剤","2",""
"ﾊｷﾛ001","ﾊｷﾛ001","パキロビッドパック３００","","1","","12538.60000","ﾊﾟｷﾛﾋﾞﾂﾄﾞﾊﾟﾂｸ300","024","その他","2",""
"ﾊｷﾛ002","ﾊｷﾛ002","パキロビッドパック６００","","1","","19805.50000","ﾊﾟｷﾛﾋﾞﾂﾄﾞﾊﾟﾂｸ600","024","その他","2",""
"ﾊｸｼ001","ﾊｸｼ001","白色ワセリン","ﾜｾﾘﾝ","1","","2.09000","ﾊｸｼｮｸﾜｾﾘﾝ","024","その他","0",""
